Name,Teff,e_Teff,R*,e_R*,log(g),e_log(g),[Fe/H],e_[Fe/H],M*,e_M*,logAge,e_logAge,plx,Vmag,Notes,SCat,unknown,Gaia,2M,Simbad,_RA,_DE,simbadnames,ID_NAME
HD_13871,6416,60,1.94,0.24,4.03,0.05,0.27,0.05,1.49,0.1,9.34,0.08,24.9,5.8,A,2,1,Gaia,2M,Simbad,33.94187,25.78294,2MASS_J02154603+2546586|SPOCS_2546|LSPM_J0215+2546|ASCC__653502|USNO-B1.0_1157-00027343|*__20_Ari|AG+25__205|BD+25___373|GC__2707|GCRV__1244|GEN#_+5.20250157|GSC_01769-01308|HD__13871|HIC__10540|HIP__10540|HR___656|IRAS_02129+2533|JP11__4949|NLTT__7462|PPM__91496|ROT___317|SAO__75239|SKY#__3332|TD1__1309|TYC_1769-1308-1|UBV____2265|UBV_M__41364|YZ___0___405|YZ__25___680|uvby98_520250157|Cl_Melotte___25___157|WEB__2213|Gaia_DR2_106051542927008128,Gaia_DR2_106051542927008128
HD_1388,5925,60,1.15,0.12,4.32,0.05,0.03,0.05,1.06,0.05,9.71,0.21,36.7,6.5,A,1,1,Gaia,2M,Simbad,4.4953,-13.45564,2MASS_J00175884-1327204|PLX___50|BD-14____42|Ci_20___20|Ci_18___27|GC___354|GCRV___159|GEN#_+1.00001388|GJ__9008|HD___1388|HIC___1444|HIP___1444|IRAS_00154-1344|LTT___145|NLTT___914|PPM_208620|SAO_147208|SKY#___529|SPOCS___12|UBV_M___7285|YZ_V11____75|uvby98_100001388|PLX___50.00|TYC_5267-1131-1|WISEA_J001759.16-132720.1|Gaia_DR1_2423292875652611072|WEB___264|Gaia_DR2_2423292879948720000,Gaia_DR2_2423292879948720000
HD_13931,5853,60,1.2,0.12,4.28,0.05,0.05,0.05,1.04,0.05,9.82,0.12,21.4,7.6,A,1,1,Gaia,2M,Simbad,34.19741,43.773,2MASS_J02164736+4346230|LSPM_J0216+4346|TYC_2842-200-1|ASCC__382128|USNO-B1.0_1337-00043043|AG+43__270|AGKR__1976|BD+43___459|G_173-50|HD__13931|HIC__10626|HIP__10626|LTT_10766|NLTT__7491|PPM__44946|SAO__37918|SKY#__3363|SPOCS__123|uvby98_100013931|Gaia_DR2_351537889154226816|Gaia_DR1_351537884858170624|GEN#_+1.00013931,Gaia_DR2_351537889154226816
HD_144872,4781,60,0.69,0.03,4.52,0.05,-0.25,0.05,0.7,0.03,9.97,0.47,43.1,8.6,A,1,1,Gaia,2M,Simbad,241.62333,38.63224,PLX_3654|SPOCS_2917|LSPM_J1606+3837|ASCC__499825|USNO-B1.0_1286-00257969|V*_AT_CrB|GSC_03061-00735|AG+38_1452|BD+39__2950|Ci_18_2160|Ci_20__967|G_180-31|GC_21663|GCRV__9267|GEN#_+1.00144872|GJ___612|HD_144872|HIC__78913|HIP__78913|LFT_1248|LHS__3153|LTT_14796|NLTT_42017|PPM__79045|SAO__65081|TYC_3061-735-1|UBV___13657|UBV_M__21179|uvby98_100144872|2MASS_J16062958+3837570|PLX_3654.00|WISEA_J160629.80+383750.5|Gaia_DR1_1379416708040819328|WEB_13338|Gaia_DR2_1379416712336909440,Gaia_DR2_1379416712336909440
HD_14655,5755,60,1.97,0.23,3.92,0.05,0.12,0.05,1.23,0.12,9.7,0.13,9.8,8.2,A,2,1,Gaia,2M,Simbad,35.41098,-15.76798,2MASS_J02213862-1546046|SPOCS_2548|BD-16___432|GSC_05859-02119|HD__14655|HIC__10990|HIP__10990|PPM_211412|SAO_148349|TYC_5859-2119-1|YZ_105___612|uvby98_100014655|WDS_J02216-1546AB|**_HDS__307|GEN#_+1.00014655|Gaia_DR2_5145734282215995008,Gaia_DR2_5145734282215995008
HD_14787,4946,60,4.45,0.59,3.23,0.05,0.03,0.05,1.28,0.2,9.67,0.23,8.4,7.6,A,1,1,Gaia,2M,Simbad,35.80856,10.83675,2MASS_J02231405+1050124|SPOCS_2551|AG+10__251|AGKR__2082|BD+10___318|GC__2866|GSC_00635-00701|HD__14787|HIC__11130|HIP__11130|PPM_118174|SAO__92914|SKY#__3535|TYC__635-701-1|YZ__10___691|[HFE83]__144|uvby98_100014787|Gaia_DR1_24570751986469120|GEN#_+1.00014787|Gaia_DR2_24570756281835392,Gaia_DR2_24570756281835392
HD_148284,5572,60,1.8,0.24,3.97,0.05,0.16,0.05,1.11,0.12,9.88,0.16,8.0,9.0,A,1,1,Gaia,2M,Simbad,246.45173,30.26513,SPOCS_2930|AG+30_1505|AGKR_14663|BD+30__2811|GSC_02581-02151|HD_148284|HIC__80489|HIP__80489|PPM__79307|SAO__65293|TYC_2581-2151-1|2MASS_J16254841+3015545|Gaia_DR1_1318111581808374912|Gaia_DR2_1318110830190386048,Gaia_DR2_1318110830190386048
HD_14855,5023,60,3.43,0.48,3.43,0.05,0.03,0.05,1.17,0.21,9.81,0.26,11.8,7.4,A,1,1,Gaia,2M,Simbad,36.2656,45.64734,SPOCS_2552|AG+45__262|BD+44___483|GEN#_+1.00014855|GSC_03294-00727|HD__14855|HIC__11266|HIP__11266|PPM__45066|SAO__38012|SKY#__3583|TYC_3294-727-1|uvby98_100014855|IRAS_02218+4525|AKARI-IRC-V1_J0225037+453849|2MASS_J02250375+4538506|Gaia_DR1_353574558349200768|Gaia_DR2_353574562646306432,Gaia_DR2_353574562646306432
HD_149750,5802,60,1.45,0.18,4.14,0.05,0.19,0.05,1.09,0.1,9.85,0.14,11.5,8.6,A,1,1,Gaia,2M,Simbad,248.81101,37.02213,SPOCS_2935|AG+37_1496|BD+37__2772|GSC_02587-01081|HD_149750|HIC__81210|HIP__81210|PPM__79459|SAO__65410|TYC_2587-1081-1|uvby98_100149750|2MASS_J16351462+3701197|Gaia_DR1_1327996500579451648|GEN#_+1.00149750|Gaia_DR2_1327996504876043648,Gaia_DR2_1327996504876043648
HD_1502,4947,60,4.91,0.61,3.18,0.05,0.1,0.05,1.33,0.18,9.64,0.19,6.0,8.3,A,2,1,Gaia,2M,Simbad,4.82111,14.05475,2MASS_J00191704+1403172|SPOCS_2042|AG+13___24|AGKR___238|BD+13____34|GEN#_+1.00001502|GSC_00601-00636|HD___1502|HIC___1547|HIP___1547|PPM_116337|SAO__91845|TYC__601-636-1|YZ__13____77|Gaia_DR2_2768172019308167296,Gaia_DR2_2768172019308167296
HD_150706,5949,60,1.0,0.05,4.53,0.05,0.02,0.05,1.06,0.04,9.19,0.24,35.4,7.0,A,1,1,Gaia,2M,Simbad,247.82326,79.78978000000002,PLX_3800|SPOCS_2932|AG+79__442|AGKR_14820|BD+80___519|FK5_5462|GC_22337|GCRV__9549|GEN#_+1.00150706|GJ___632|GSC_04575-01336|HD_150706|HIC__80902|HIP__80902|IRAS_16344+7953|N30_3718|PPM___9235|SAO___8557|SKY#_29765|TYC_4575-1336-1|UBV___14155|UBV_M__21631|uvby98_100150706|Gaia_DR2_1709456705329541504|PLX_3800.00|[ZEH2003]_RX_J1631.3+7947__1|1RXS_J163118.3+794727|RX_J1631.3+7947|2MASS_J16311760+7947232|Gaia_DR1_1709456323080203136|WEB_13683,Gaia_DR2_1709456705329541504
HD_152581,5027,60,3.71,0.41,3.29,0.05,-0.21,0.05,0.94,0.06,10.06,0.11,6.0,8.3,A,1,1,Gaia,2M,Simbad,253.43159,11.97375,SPOCS_2940|AG+12_1752|AGKR_15061|BD+12__3102|GSC_00983-00872|HD_152581|HIC__82651|HIP__82651|PPM_132789|SAO_102455|SKY#_30413|TYC__983-872-1|YZ__12__5894|Gaia_DR2_4448227641977175296|2MASS_J16534357+1158255|Gaia_DR1_4448227637680400256,Gaia_DR2_4448227641977175296
HD_152733,4835,60,5.26,0.69,3.1,0.05,0.16,0.05,1.3,0.18,9.69,0.21,6.1,8.1,A,1,1,Gaia,2M,Simbad,253.23839,44.4024,SPOCS_2939|ADS_10246_A|AG+44_1350|BD+44__2623|CCDM_J16529+4425A|CSI+44__2623__1|GSC_03083-00679|HD_152733|HIC__82584|HIP__82584|IDS_16499+4434_A|PPM__55737|SAO__46344|TYC_3083-679-1|uvby98_100152733|2MASS_J16525722+4424085|WDS_J16530+4424A|Gaia_DR1_1359070211008904960|GEN#_+1.00152733|Gaia_DR2_1359070215305084416,Gaia_DR2_1359070215305084416
HD_15336,5025,60,4.56,0.57,3.12,0.05,-0.16,0.05,1.0,0.12,9.97,0.17,2.9,8.9,A,1,1,Gaia,2M,Simbad,36.93719,-11.97903,2MASS_J02274493-1158445|SPOCS_2553|BD-12___456|GSC_05284-00500|HD__15336|HIC__11451|HIP__11451|PPM_211550|SAO_148401|TYC_5284-500-1|YZC_11___556|Gaia_DR1_5171636744646303488|Gaia_DR2_5171636748942069248,Gaia_DR2_5171636748942069248
HD_153525,4826,60,0.74,0.03,4.54,0.05,0.03,0.05,0.78,0.04,9.83,0.51,55.7,7.9,A,1,0,Gaia,2M,Simbad,254.42595,47.36214,PLX_3858.0|SPOCS_2941|LSPM_J1657+4721|TYC_3500-2148-1|ASCC__336221|USNO-B1.0_1373-00334318|V*_V1089_Her|GSC_03500-02148|ADS_10288_C|AG+47_1214|BD+47__2411|CCDM_J16578+4722C|G_203-36|GEN#_+1.00153525|GJ___649.1_C|HD_153525|HIC__83006|HIP__83006|IDS_16551+4731_C|LTT_15017|MCC_886|NLTT_43929|PPM__55807|SAO__46403|VVO_195|uvby98_100153525|2MASS_J16574225+4721433|WDS_J16579+4722C|**_STF_4032C|PMSC_16551+4731C|**_STFA___32C|WISEA_J165742.09+472146.1|Gaia_DR1_1408029436569383296|Gaia_DR2_1408029436569383296,Gaia_DR2_1408029436569383296
HD_155413,5740,60,2.47,0.28,3.79,0.05,0.27,0.05,1.42,0.11,9.55,0.11,11.6,7.3,A,1,1,Gaia,2M,Simbad,257.99431,-14.62038,SPOCS_2945|BD-14__4565|GC_23194|GSC_05656-00321|HD_155413|HIC__84132|HIP__84132|N30_3836|PPM_232740|SAO_160351|SKY#_30994|TYC_5656-321-1|YZ_104__6149|uvby98_100155413|2MASS_J17115863-1437133|Gaia_DR1_4139543493396010112|GEN#_+1.00155413|Gaia_DR2_4139543497698320384,Gaia_DR2_4139543497698320384
HD_155456,5225,60,0.91,0.07,4.43,0.05,0.26,0.05,0.88,0.04,10.02,0.33,28.3,8.3,A,1,1,Gaia,2M,Simbad,257.65671000000003,24.53244,PLX_3900|SPOCS_2944|LSPM_J1710+2431|TYC_2065-64-1|ASCC__788447|UCAC2__40532750|USNO-B1.0_1145-00254314|AG+24_1715|BD+24__3137|Ci_18_2290|G_170-22|GC_23181|GCRV__9908|GEN#_+1.00155456|GJ___658|HD_155456|HIC__84028|HIP__84028|LTT_15084|NLTT_44301|PPM_105625|SAO__84893|UBV_M__21964|YZ__24__5874|YZC_25__5874|2MASS_J17103761+2431566|PLX_3900.00|WISEA_J171037.45+243159.2|Gaia_DR1_4571935477627652736|WEB_14196|Gaia_DR2_4571935477627652736,Gaia_DR2_4571935477627652736
HD_155712,4911,60,0.75,0.04,4.52,0.05,-0.07,0.05,0.77,0.04,9.91,0.49,48.7,8.0,A,2,1,Gaia,2M,Simbad,258.15676,18.3512,SPOCS_2947|LSPM_J1712+1821|ASCC__876885|USNO-B1.0_1083-00287012|AG+18_1540|BD+18__3323|GSC_01540-00811|HD_155712|HIC__84195|HIP__84195|PPM_133118|SAO_102651|TYC_1540-811-1|YZ__18__6166|2MASS_J17123761+1821044|Gaia_DR2_4548462729742343296,Gaia_DR2_4548462729742343296
HD_156846,5999,60,1.88,0.23,4.01,0.05,0.24,0.05,1.35,0.12,9.56,0.11,21.1,6.5,A,1,1,Gaia,2M,Simbad,260.14296,-19.33375,"SPOCS_2949|ADS_10476_A|BD-19__4605|CCDM_J17206-1920A|CPD-19__6198|CSI-19__4605__1|FAUST_4095|GC_23420|GCRV_66981|GEN#_+1.00156846J|GSC_06242-00339|HD_156846|HIC__84856|HIP__84856|HR__6441|IDS_17147-1914_A|NLTT_44604|PPM_232949|SAO_160474|SKY#_31278|TD1_20269|TYC_6242-339-1|UBV___14770|UBV_M__22109|YZ_109__7090|Gaia_DR2_4122343906051101184|WDS_J17206-1920A|2MASS_J17203432-1920013|WDS_J17206-1920Aa,Ab|**_A_2241A|**_OCC__529|uvby98_100156846|Gaia_DR1_4122343901719694464|WEB_14325",Gaia_DR2_4122343906051101184
HD_161479,5642,60,1.15,0.12,4.31,0.05,0.28,0.05,1.03,0.06,9.86,0.17,20.4,8.1,A,1,1,Gaia,2M,Simbad,266.2622,19.29046,PLX_4052|SPOCS_2958|LSPM_J1745+1917|ASCC__879376|UCAC2__38636419|USNO-B1.0_1092-00281265|AG+19_1652|BD+19__3418|GC_24091|GSC_01560-01381|HD_161479|HIC__86882|HIP__86882|PPM_133783|SAO_103077|SKY#_32096|TYC_1560-1381-1|YZ__19__6418|2MASS_J17450292+1917258|PLX_4052.00|Ci_18_2362|1RXS_J174502.6+191720|ASAS_J174502+1917.3|Gaia_DR1_4552227178377555072|Gaia_DR2_4552227182675443584,Gaia_DR2_4552227182675443584
HD_162232,5492,60,1.03,0.1,4.36,0.05,0.14,0.05,0.92,0.04,10.04,0.16,13.4,8.6,A,2,1,Gaia,2M,Simbad,267.48773,0.51203,SPOCS_2960|ADS_10819_AB|AG+00_2122|BD+00__3789|CCDM_J17500+0031AB|GSC_00416-01504|HD_162232|HIC__87272|HIP__87272|IDS_17448+0033_AB|PPM_164663|SAO_122800|TYC__416-1504-1|YZ___0__4424|2MASS_J17495704+0030433|WDS_J17500+0031AB|**_A_2186|**_A_2186AB|uvby98_100162232|Gaia_DR2_4372475272258881280,Gaia_DR2_4372475272258881280
HD_164922,5341,60,0.95,0.08,4.39,0.05,0.15,0.05,0.88,0.04,10.07,0.18,45.4,7.0,A,1,1,Gaia,2M,Simbad,270.62859,26.313000000000002,PLX_4127|LSPM_J1802+2618|ASCC__698943|2MASS_J18023085+2618471|USNO-B1.0_1163-00306117|ADS_11003_A|AG+26_1782|BD+26__3151|CCDM_J18025+2619A|CSI+26__3151__1|Ci_20_1072|G_183-18|G_182-35|GC_24570|GCRV_10484|GEN#_+1.00164922|GJ___700.2|GJ__9613|HD_164922|HIC__88348|HIP__88348|IDS_17584+2620_A|IRAS_18005+2618|LFT_1388|LHS__3353|LTT_15327|NLTT_45840|PM_18005+2619|PPM_106700|SAO__85678|SKY#_32729|SPOCS__779|TYC_2099-2717-1|UBV_M__22584|UBV___15348|VVO_347|YZ__26__8618|YZC_24__8618|uvby98_100164922|WDS_J18025+2619A|WISEA_J180231.16+261840.6|Gaia_DR2_4582680493669880704|Gaia_DR1_4582680558091221760|WEB_14933,Gaia_DR2_4582680493669880704
HD_168443,5551,60,1.48,0.18,4.07,0.05,0.04,0.05,0.98,0.06,10.05,0.1,26.4,6.9,A,2,1,Gaia,2M,Simbad,275.01638,-9.59572,PLX_4204.1|BD-09__4692|Ci_18_2414|G_155-11|GC_25010|GEN#_+1.00168443|GJ__4052|HD_168443|HERZ__2169|HIC__89844|HIP__89844|LTT__7289|NLTT_46302|PPM_201623|SAO_142228|SKY#_33429|SPOCS__791|YZ__99__6153|YZC_16__6153|uvby98_100168443|Gaia_DR2_4157584215800708736|PLX_4204.10|TYC_5681-1576-1|2MASS_J18200394-0935446|WISEA_J182003.87-093546.9,Gaia_DR2_4157584215800708736
HD_170657,5041,60,0.76,0.04,4.54,0.05,-0.12,0.05,0.79,0.04,9.81,0.5,76.2,6.8,A,1,1,Gaia,2M,Simbad,277.829,-18.90881,TYC_6274-1576-1|PLX_4256|Cl*_IC_4725______L___46051|GSC_06274-01576|BD-18__4986|CPD-18___414|GC_25276|GCRV_10974|GEN#_+3.47250026|GJ___716|HD_170657|HIC__90790|HIP__90790|IC_4725___26|IRAS_18283-1856|LTT__7358|NLTT_46596|NSV_10944|PPM_234645|SAO_161557|SKY#_33878|SPOCS__804|UBV___15733|UBV_M__39069|YZ_108__7734|2MASS_J18311897-1854314|Cl*_IC_4725______L__IV-6-51|Cl*_IC_4725______A______33|Cl*_IC_4725______I_____236|PLX_4256.00|Gaia_DR1_4093301470306839040|WEB_15556|Gaia_DR2_4093301474693288960,Gaia_DR2_4093301474693288960
HD_17156,5970,60,1.51,0.18,4.15,0.05,0.22,0.05,1.19,0.09,9.67,0.11,30.3,8.2,A,1,1,Gaia,2M,Simbad,42.43536,71.75323,2MASS_J02494447+7145115|SPOCS_2567|AG+71___95|BD+71___171|GSC_04321-01320|HD__17156|HIC__13192|HIP__13192|PPM___5099|SAO___4737|SKY#__4245|TYC_4321-1320-1|Gaia_DR2_545560867790611072|Gaia_DR1_545560867790611072,Gaia_DR2_545560867790611072
HD_172051,5636,60,0.83,0.04,4.58,0.05,-0.26,0.05,0.89,0.04,9.34,0.37,77.0,5.9,A,2,1,Gaia,2M,Simbad,279.7225,-21.05187,BD-21__5081|GC_25484|GCRV_11091|GEN#_+1.00172051|GJ___722|GSC_06279-01723|HD_172051|HIC__91438|HIP__91438|HR__6998|IRAS_18358-2105|PMC_90-93__6575|PPM_268697|SAO_187086|SKY#_34190|SPOCS__809|TD1_22861|TYC_6279-1723-1|YZ_111__7815|uvby98_100172051|2MASS_J18385342-2103065|PLX_4289.01|RAVE_J183853.4-210307|1RXS_J183854.0-210304|**_WSI___90|WDS_J18389-2103AB|WEB_15715|Gaia_DR2_4079684229322231040,Gaia_DR2_4079684229322231040
HD_175425,5773,60,1.27,0.13,4.23,0.05,0.12,0.05,1.03,0.05,9.9,0.11,13.2,7.9,A,1,1,Gaia,2M,Simbad,283.4088,37.98525,SPOCS_2992|AG+37_1710|BD+37__3273|GSC_03119-01640|HD_175425|HIC__92720|HIP__92720|PPM__81986|SAO__67535|SKY#_34780|TYC_3119-1640-1|uvby98_100175425|2MASS_J18533812+3759069|Gaia_DR1_2097129863744435328|GEN#_+1.00175425|Gaia_DR2_2097129868038731520,Gaia_DR2_2097129868038731520
HD_17620,5159,60,3.04,0.4,3.46,0.05,-0.08,0.05,0.96,0.15,10.03,0.2,7.3,8.2,A,1,1,Gaia,2M,Simbad,42.23243,-24.6098,2MASS_J02485577-2436351|SPOCS_2566|CD-25__1114|CPD-25___328|GSC_06437-00189|HD__17620|HIC__13134|HIP__13134|PPM_245434|SAO_168069|SRS___4665|TYC_6437-189-1|YZ_114__1284|uvby98_100017620|Gaia_DR1_5076495075782102272|GEN#_+1.00017620|Gaia_DR2_5076495080078769920,Gaia_DR2_5076495080078769920
HD_179079,5646,60,1.7,0.22,4.02,0.05,0.23,0.05,1.12,0.11,9.87,0.15,14.1,8.0,A,1,1,Gaia,2M,Simbad,287.79095,-2.63838,SPOCS_3033|BD-02__4881|GSC_05133-00750|HD_179079|HIC__94256|HIP__94256|PPM_202620|SAO_143111|SKY#_35553|TYC_5133-750-1|YZ__92__6506|uvby98_100179079|Gaia_DR2_4261265619668314624|2MASS_J19110984-0238181|CoRoT_8111|Gaia_DR1_4261265615345989632|GEN#_+1.00179079,Gaia_DR2_4261265619668314624
HD_181234,5314,60,1.04,0.1,4.35,0.05,0.35,0.05,0.92,0.04,10.08,0.14,20.8,8.6,A,1,1,Gaia,2M,Simbad,290.00041,-9.3236,BD-09__5092|HD_181234|HERZ_15143|HIC__95015|HIP__95015|NLTT_47679|PPM_202781|SAO_143270|SPOCS__837|YZ__99__6685|uvby98_100181234|2MASS_J19200010-0919244|TYC_5709-1345-1|Gaia_DR1_4201307047255356544|GEN#_+1.00181234|LTT__7654|Gaia_DR2_4201307051566729984,Gaia_DR2_4201307051566729984
HD_18143,5101,60,0.88,0.06,4.43,0.05,0.27,0.05,0.86,0.04,10.06,0.29,44.3,7.6,A,1,1,Gaia,2M,Simbad,43.91274,26.87321,Gaia_DR1_116037406313944960|ASCC__655288|2MASS_J02553874+2652202|LSPM_J0255+2652E|BD+26___484|CSI+26___484__1|Ci_18__377|G__37-14|G__36-44|GC__3512|GCRV__1627|GEN#_+1.00018143J|HD__18143|HIC__13642|HIP__13642|IDS_02497+2628|IRAS_02527+2640|LTT_10955|PLX__603|SAO__75644|SKY#__4393|SPOCS__142|UBV____2819|UBV____2821|YZ__26__1512|YZC_24__1512|WDS_J02556+2652AB|uvby98_100018143|WEB__2707,Gaia_DR1_116037406313944960
HD_18445,4838,60,0.76,0.03,4.44,0.05,-0.04,0.05,0.76,0.03,10.09,0.3,38.9,7.9,A,2,1,Gaia,2M,Simbad,44.30494,-24.97512,"SBC9_3617|2MASS_J02571317-2458305|ADS__2242_C|CCDM_J02572-2458C|CD-25__1168|CPD-25___348|GC__3558|GEN#_+1.00018445|GJ___120.1_C|GSC_06437-00959|HD__18445|HIC__13769|HIP__13769|PPM_245618|SAO_168180|SKY#__4438|SPOCS__144|SRS___4766|TYC_6437-959-1|UBV____2879|YZ_115__1366|uvby98_100018445|WDS_J02572-2458Ca,Cb|WDS_J02572-2458C|**_S__423C|**_BEU____4|**_HDS__379C|PMSC_02528-2522C|PMSC_02528-2522Cab|Gaia_DR2_5076269164798852864",Gaia_DR2_5076269164798852864
HD_18742,4941,60,5.05,0.81,3.09,0.05,-0.02,0.05,1.2,0.26,9.75,0.3,6.2,7.8,A,1,1,Gaia,2M,Simbad,45.0444,-20.8026,2MASS_J03001065-2048091|SPOCS_2571|BD-21___533|CPD-21___295|GSC_05870-00602|HD__18742|HIC__13993|HIP__13993|PPM_245676|SAO_168212|SKY#__4512|TYC_5870-602-1|YZ_110___810|uvby98_100018742|Gaia_DR2_5079636934554540160|Gaia_DR1_5079636964618154112|GEN#_+1.00018742,Gaia_DR2_5079636934554540160
HD_189733,5024,60,0.79,0.04,4.51,0.05,0.07,0.05,0.82,0.04,9.89,0.49,50.4,7.6,A,1,1,Gaia,2M,Simbad,300.18214,22.71085,SPOCS_3132|LSPM_J2000+2242|TYC_2141-972-1|ASCC__807144|2MASS_J20004370+2242391|USNO-B1.0_1127-00538857|V*_V452_Vul|GSC_02141-00972|AG+22_2072|BD+22__3887|GC_27741|GJ__4130|HIC__98505|HIP__98505|LTT_15851|NLTT_48568|PPM_110211|SAO__88060|SKY#_37530|Wolf__864|YZ__22__7419|uvby98_100189733|Gaia_DR2_1827242816201846144|EXO_195834+2234.6|HD_189733|WISEA_J200043.63+224236.1|1RXS_J200043.3+224240|Gaia_DR1_1827242811876888960|GEN#_+1.00189733,Gaia_DR2_1827242816201846144
HD_190228,5238,60,2.15,0.23,3.72,0.05,-0.22,0.05,0.9,0.05,10.08,0.08,15.8,7.3,A,1,1,Gaia,2M,Simbad,300.75322,28.30686,AG+28_2154|AGKR_17907|BD+27__3593|GCRV_70273|GEN#_+1.00190228|GSC_02153-01463|HD_190228|HIC__98714|HIP__98714|IRAS_20009+2809|PPM_110298|SAO__88118|SKY#_37636|SPOCS__869|TYC_2153-1463-1|YZ__28_10771|Gaia_DR2_2029001447540053504|uvby98_100190228|2MASS_J20030076+2818245|Gaia_DR1_2029001443230723072|WEB_17485,Gaia_DR2_2029001447540053504
HD_190571,4999,60,3.6,0.39,3.31,0.05,-0.22,0.05,0.92,0.05,10.08,0.1,9.8,7.5,A,1,1,Gaia,2M,Simbad,301.0982,33.55049,SPOCS_3134|AG+33_1879|BD+33__3716|GCRV_70344|GEN#_+1.00190571|GSC_02674-05538|HD_190571|HIC__98845|HIP__98845|LF__3a_+33___63|PPM__84137|SAO__69353|SKY#_37705|TYC_2674-5538-1|UBV___17203|[GS83]__54|uvby98_100190571|2MASS_J20042355+3333018|Gaia_DR1_2058204712580657408|WEB_17538|Gaia_DR2_2058204716906681728,Gaia_DR2_2058204716906681728
HD_193690,5542,60,0.98,0.09,4.41,0.05,0.2,0.05,0.96,0.05,9.83,0.37,14.3,9.4,A,1,1,Gaia,2M,Simbad,305.6306,-26.15989,SPOCS_3143|CD-26_14971|CPD-26__6990|GSC_06911-00267|HD_193690|HIC_100474|HIP_100474|PPM_271047|SAO_189208|TYC_6911-267-1|YZ_116_14139|uvby98_100193690|2MASS_J20223133-2609355|GEN#_+1.00193690|Gaia_DR2_6848077452257502848,Gaia_DR2_6848077452257502848
HD_195034,5810,60,0.96,0.06,4.48,0.05,0.0,0.05,1.02,0.04,9.39,0.35,35.7,7.1,A,1,1,Gaia,2M,Simbad,307.04923,22.12899,SPOCS_3145|LSPM_J2028+2207|TYC_1644-1157-1|ASCC__811771|USNO-B1.0_1121-00567060|AG+21_2180|BD+21__4221|HD_195034|HIC_100963|HIP_100963|LTT_15980|NLTT_49310|PPM_111203|SAO__88711|SKY#_38704|YZ__21__7719|uvby98_100195034|2MASS_J20281181+2207446|WISEA_J202811.80+220742.1|Gaia_DR1_1818697201342237824|GEN#_+1.00195034|Gaia_DR2_1818697205647102720,Gaia_DR2_1818697205647102720
HD_196124,4833,60,0.74,0.03,4.5,0.05,-0.06,0.05,0.76,0.04,9.98,0.47,33.3,8.9,A,1,1,Gaia,2M,Simbad,308.80294,6.12701,PLX_4896|SPOCS_3149|LSPM_J2035+0607|TYC__522-1589-1|ASCC_1080815|UCAC2__34019579|USNO-B1.0_0961-00542728|AG+05_3002|BD+05__4556|BDS_10335_A|CCDM_J20352+0608A|CSI+05__4556__1|Ci_18_2668|Ci_20_1216|G__24-21|GCRV_12878|GEN#_+1.00196124|HD_196124|HIC_101579|HIP_101579|IDS_20302+0546_A|LTT_16010|NLTT_49519|PPM_170326|SAO_125986|UBV_M__24979|YZ___5_10195|YZC_22_10195|uvby98_100196124|2MASS_J20351272+0607370|PLX_4896.00|WDS_J20352+0608A|WISEA_J203512.97+060734.9|Gaia_DR1_1747786535371039232|WEB_18354|Gaia_DR2_1747786539668366848,Gaia_DR2_1747786539668366848
HD_199255,5027,60,3.74,0.57,3.29,0.05,-0.05,0.05,0.97,0.21,10.02,0.28,8.5,7.3,A,2,1,Gaia,2M,Simbad,313.94606,7.66625,SPOCS_3154|AG+07_3034|BD+07__4580|GC_29204|GSC_01090-02728|HD_199255|HIC_103309|HIP_103309|IRAS_20533+0728|PPM_170979|SAO_126376|SKY#_39753|TYC_1090-2728-1|YZ___7_10462|[HFE83]_1404|uvby98_100199255|2MASS_J20554704+0739585|GEN#_+1.00199255|Gaia_DR2_1737727657541040640,Gaia_DR2_1737727657541040640
HD_199381,4844,60,4.61,0.62,3.19,0.05,0.17,0.05,1.21,0.18,9.78,0.21,13.6,6.9,A,1,1,Gaia,2M,Simbad,314.1977100000001,1.71518,PLX_5017|SPOCS_3156|LSPM_J2056+0142|ASCC_1170922|AG+01_2522|BD+01__4397|GC_29222|GSC_00513-02209|HD_199381|HIC_103391|HIP_103391|IRAS_20542+0131|LTT_16124|NLTT_50196|PPM_171008|SAO_126391|SKY#_39792|TYC__513-2209-1|Wolf__897|YZ___1__7339|2MASS_J20564744+0142545|USNO-B1.0_0917-00575400|PLX_5017.00|Gaia_DR1_1730552858838845696|Gaia_DR2_1730552863133194368,Gaia_DR2_1730552863133194368
HD_200964,4983,60,4.05,0.59,3.22,0.05,-0.07,0.05,0.96,0.2,10.03,0.27,13.9,6.5,A,1,1,Gaia,2M,Simbad,316.66601,3.80312,SPOCS_3160|AG+03_2758|BD+03__4501|GC_29486|GSC_00534-02537|HD_200964|HIC_104202|HIP_104202|IRAS_21041+0336|PPM_171281|SAO_126546|SKY#_40131|TYC__534-2537-1|YZ___3__7397|Gaia_DR2_1732018855730384256|2MASS_J21063983+0348110|WISEA_J210639.89+034811.8|Gaia_DR1_1732018851434208000,Gaia_DR2_1732018855730384256
